text,label,intent_name,conversations
"i was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. this is pretty sad, what's going on?",25,declined_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i was out today looking forward to paying with my brand new card, turns out the payment just kept getting declined. this is pretty sad, what's going on?\""""}, {""role"": ""assistant"", ""content"": ""declined_card_payment""}]"
this fee shouldn't be there after i paid with a card.,15,card_payment_fee_charged,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""this fee shouldn't be there after i paid with a card.\""""}, {""role"": ""assistant"", ""content"": ""card_payment_fee_charged""}]"
how are the exchange rates determined?,32,exchange_rate,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how are the exchange rates determined?\""""}, {""role"": ""assistant"", ""content"": ""exchange_rate""}]"
my contactless payments don't work.,23,contactless_not_working,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""my contactless payments don't work.\""""}, {""role"": ""assistant"", ""content"": ""contactless_not_working""}]"
what is the source of funds for my money?,70,verify_source_of_funds,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what is the source of funds for my money?\""""}, {""role"": ""assistant"", ""content"": ""verify_source_of_funds""}]"
there are fraudulent charges that i didn't make on my card. can you please put in the safeguards necessary to stop this from happening anymore?,22,compromised_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""there are fraudulent charges that i didn't make on my card. can you please put in the safeguards necessary to stop this from happening anymore?\""""}, {""role"": ""assistant"", ""content"": ""compromised_card""}]"
how long does it take for a transfer to be in my account?,67,transfer_timing,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how long does it take for a transfer to be in my account?\""""}, {""role"": ""assistant"", ""content"": ""transfer_timing""}]"
my google pay top up isn't working.,2,apple_pay_or_google_pay,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""my google pay top up isn't working.\""""}, {""role"": ""assistant"", ""content"": ""apple_pay_or_google_pay""}]"
could you assist me in finding my lost card?,41,lost_or_stolen_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""could you assist me in finding my lost card?\""""}, {""role"": ""assistant"", ""content"": ""lost_or_stolen_card""}]"
a transfer could not be completed.,35,failed_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""a transfer could not be completed.\""""}, {""role"": ""assistant"", ""content"": ""failed_transfer""}]"
could you please tell me your exchange rates?,32,exchange_rate,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""could you please tell me your exchange rates?\""""}, {""role"": ""assistant"", ""content"": ""exchange_rate""}]"
i'm not able to withdraw money from the atm but i'm not sure why.,26,declined_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i'm not able to withdraw money from the atm but i'm not sure why.\""""}, {""role"": ""assistant"", ""content"": ""declined_cash_withdrawal""}]"
the app says i made a cash withdrawal that i didn't make,20,cash_withdrawal_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""the app says i made a cash withdrawal that i didn't make\""""}, {""role"": ""assistant"", ""content"": ""cash_withdrawal_not_recognised""}]"
how do i cancel a purchase?,52,request_refund,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how do i cancel a purchase?\""""}, {""role"": ""assistant"", ""content"": ""request_refund""}]"
how can i hold and exchange fiat currencies?,36,fiat_currency_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how can i hold and exchange fiat currencies?\""""}, {""role"": ""assistant"", ""content"": ""fiat_currency_support""}]"
can i change my pin without going to a bank?,21,change_pin,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i change my pin without going to a bank?\""""}, {""role"": ""assistant"", ""content"": ""change_pin""}]"
i need some help now please! there are some transactions on my account that i do not remember purchasing. can they be reversed? can you please cancel or freeze my card so i don't keep getting charged?!,16,card_payment_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need some help now please! there are some transactions on my account that i do not remember purchasing. can they be reversed? can you please cancel or freeze my card so i don't keep getting charged?!\""""}, {""role"": ""assistant"", ""content"": ""card_payment_not_recognised""}]"
what do i do if my card expires soon?,9,card_about_to_expire,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what do i do if my card expires soon?\""""}, {""role"": ""assistant"", ""content"": ""card_about_to_expire""}]"
is there a charge for top-ups?,57,top_up_by_card_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""is there a charge for top-ups?\""""}, {""role"": ""assistant"", ""content"": ""top_up_by_card_charge""}]"
why is my payment declined? it looked like everything worked ok and my account was fine.,25,declined_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why is my payment declined? it looked like everything worked ok and my account was fine.\""""}, {""role"": ""assistant"", ""content"": ""declined_card_payment""}]"
can i get a card? i live in the us.,24,country_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i get a card? i live in the us.\""""}, {""role"": ""assistant"", ""content"": ""country_support""}]"
can i have more physical cards?,39,getting_spare_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can i have more physical cards?\""""}, {""role"": ""assistant"", ""content"": ""getting_spare_card""}]"
could i raise a dispute for a large payment that i found out was not done by me in my couple of last statements? i am aware its delayed now. please help me out.,28,direct_debit_payment_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""could i raise a dispute for a large payment that i found out was not done by me in my couple of last statements? i am aware its delayed now. please help me out.\""""}, {""role"": ""assistant"", ""content"": ""direct_debit_payment_not_recognised""}]"
"although i am not located in the uk area, may i still receive a card?",24,country_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""although i am not located in the uk area, may i still receive a card?\""""}, {""role"": ""assistant"", ""content"": ""country_support""}]"
"i tried to get money out of an atm in notting hill earlier, but it didn't work. is my card actually working? it's the first time i tried using it",26,declined_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i tried to get money out of an atm in notting hill earlier, but it didn't work. is my card actually working? it's the first time i tried using it\""""}, {""role"": ""assistant"", ""content"": ""declined_cash_withdrawal""}]"
what happens if i deposit a cheque accidentally?,6,balance_not_updated_after_cheque_or_cash_deposit,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what happens if i deposit a cheque accidentally?\""""}, {""role"": ""assistant"", ""content"": ""balance_not_updated_after_cheque_or_cash_deposit""}]"
why was my virtual card rejected?,72,virtual_card_not_working,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why was my virtual card rejected?\""""}, {""role"": ""assistant"", ""content"": ""virtual_card_not_working""}]"
how much is the charge for a foreign currency exchange?,31,exchange_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how much is the charge for a foreign currency exchange?\""""}, {""role"": ""assistant"", ""content"": ""exchange_charge""}]"
hi. i noticed i have a duplicate charge which i have not made twice. who should i talk to take care of this?,63,transaction_charged_twice,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""hi. i noticed i have a duplicate charge which i have not made twice. who should i talk to take care of this?\""""}, {""role"": ""assistant"", ""content"": ""transaction_charged_twice""}]"
verify top-up card help?,71,verify_top_up,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""verify top-up card help?\""""}, {""role"": ""assistant"", ""content"": ""verify_top_up""}]"
i need to know what your exchange rates are.,32,exchange_rate,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need to know what your exchange rates are.\""""}, {""role"": ""assistant"", ""content"": ""exchange_rate""}]"
what does it mean if my cash withdrawal does not show up properly?,46,pending_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what does it mean if my cash withdrawal does not show up properly?\""""}, {""role"": ""assistant"", ""content"": ""pending_cash_withdrawal""}]"
"help, i see money missing i didn't take out.",20,cash_withdrawal_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""help, i see money missing i didn't take out.\""""}, {""role"": ""assistant"", ""content"": ""cash_withdrawal_not_recognised""}]"
why was there an extra charge because i used my card to pay?,15,card_payment_fee_charged,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why was there an extra charge because i used my card to pay?\""""}, {""role"": ""assistant"", ""content"": ""card_payment_fee_charged""}]"
i have transfered to my account before but it is being declined now?,27,declined_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i have transfered to my account before but it is being declined now?\""""}, {""role"": ""assistant"", ""content"": ""declined_transfer""}]"
"my wallet isn't showing my top-up, did i do something wrong?",62,topping_up_by_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""my wallet isn't showing my top-up, did i do something wrong?\""""}, {""role"": ""assistant"", ""content"": ""topping_up_by_card""}]"
how do i find my pin number?,38,get_physical_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how do i find my pin number?\""""}, {""role"": ""assistant"", ""content"": ""get_physical_card""}]"
is there an auto top up option?,4,automatic_top_up,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""is there an auto top up option?\""""}, {""role"": ""assistant"", ""content"": ""automatic_top_up""}]"
why do you keep declining my payment? i tried several times already with this card and it is just not working.,25,declined_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why do you keep declining my payment? i tried several times already with this card and it is just not working.\""""}, {""role"": ""assistant"", ""content"": ""declined_card_payment""}]"
do i need a disposable card?,37,get_disposable_virtual_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""do i need a disposable card?\""""}, {""role"": ""assistant"", ""content"": ""get_disposable_virtual_card""}]"
please specify any limitations that come along with disposable cards.,29,disposable_card_limits,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""please specify any limitations that come along with disposable cards.\""""}, {""role"": ""assistant"", ""content"": ""disposable_card_limits""}]"
why won't my card work anymore?,14,card_not_working,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why won't my card work anymore?\""""}, {""role"": ""assistant"", ""content"": ""card_not_working""}]"
"i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?",46,pending_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?\""""}, {""role"": ""assistant"", ""content"": ""pending_cash_withdrawal""}]"
why doesn't my google pay top up work?,2,apple_pay_or_google_pay,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why doesn't my google pay top up work?\""""}, {""role"": ""assistant"", ""content"": ""apple_pay_or_google_pay""}]"
i need a refund on a direct debit that shows in the app because i did not make it.,28,direct_debit_payment_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need a refund on a direct debit that shows in the app because i did not make it.\""""}, {""role"": ""assistant"", ""content"": ""direct_debit_payment_not_recognised""}]"
where's my top up code?,71,verify_top_up,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""where's my top up code?\""""}, {""role"": ""assistant"", ""content"": ""verify_top_up""}]"
do you charge extra for exchanging currencies?,31,exchange_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""do you charge extra for exchanging currencies?\""""}, {""role"": ""assistant"", ""content"": ""exchange_charge""}]"
currency exchanges have any extra fees?,31,exchange_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""currency exchanges have any extra fees?\""""}, {""role"": ""assistant"", ""content"": ""exchange_charge""}]"
"i was suppose to be getting a refund for something i purchased a while ago, but it still hasnt been applied to my account. when will i get my money back?",51,Refund_not_showing_up,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i was suppose to be getting a refund for something i purchased a while ago, but it still hasnt been applied to my account. when will i get my money back?\""""}, {""role"": ""assistant"", ""content"": ""Refund_not_showing_up""}]"
after i used my card i saw i was charged a fee for using it,15,card_payment_fee_charged,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""after i used my card i saw i was charged a fee for using it\""""}, {""role"": ""assistant"", ""content"": ""card_payment_fee_charged""}]"
i tried to make a transfer and it didn't work.,35,failed_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i tried to make a transfer and it didn't work.\""""}, {""role"": ""assistant"", ""content"": ""failed_transfer""}]"
why is my card payment pending?,45,pending_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""why is my card payment pending?\""""}, {""role"": ""assistant"", ""content"": ""pending_card_payment""}]"
how can i change currency type?,33,exchange_via_app,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how can i change currency type?\""""}, {""role"": ""assistant"", ""content"": ""exchange_via_app""}]"
"is there something wrong with my card payment? it's been pending a really, really long time.",45,pending_card_payment,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""is there something wrong with my card payment? it's been pending a really, really long time.\""""}, {""role"": ""assistant"", ""content"": ""pending_card_payment""}]"
can you issue both a visa and a mastercard to me?,73,visa_or_mastercard,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""can you issue both a visa and a mastercard to me?\""""}, {""role"": ""assistant"", ""content"": ""visa_or_mastercard""}]"
a payment on my statement is wrong.,16,card_payment_not_recognised,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""a payment on my statement is wrong.\""""}, {""role"": ""assistant"", ""content"": ""card_payment_not_recognised""}]"
does a us transfer take long,67,transfer_timing,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""does a us transfer take long\""""}, {""role"": ""assistant"", ""content"": ""transfer_timing""}]"
today i was out eating and my card was declined. why's that?,14,card_not_working,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""today i was out eating and my card was declined. why's that?\""""}, {""role"": ""assistant"", ""content"": ""card_not_working""}]"
i prefer mastercard.,73,visa_or_mastercard,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i prefer mastercard.\""""}, {""role"": ""assistant"", ""content"": ""visa_or_mastercard""}]"
the top-up did not go through.,59,top_up_failed,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""the top-up did not go through.\""""}, {""role"": ""assistant"", ""content"": ""top_up_failed""}]"
are there virtual disposable cards?,37,get_disposable_virtual_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""are there virtual disposable cards?\""""}, {""role"": ""assistant"", ""content"": ""get_disposable_virtual_card""}]"
what are the cards and currencies that you support?,54,supported_cards_and_currencies,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""what are the cards and currencies that you support?\""""}, {""role"": ""assistant"", ""content"": ""supported_cards_and_currencies""}]"
i was under the impression atm cash withdrawals were free. why was i suddenly charged for my most recent atm transaction?,19,cash_withdrawal_charge,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i was under the impression atm cash withdrawals were free. why was i suddenly charged for my most recent atm transaction?\""""}, {""role"": ""assistant"", ""content"": ""cash_withdrawal_charge""}]"
are cards available to those outside of the uk?,24,country_support,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""are cards available to those outside of the uk?\""""}, {""role"": ""assistant"", ""content"": ""country_support""}]"
how old can one use your service?,1,age_limit,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""how old can one use your service?\""""}, {""role"": ""assistant"", ""content"": ""age_limit""}]"
"would you please check my card. as withdrawal was working fine so far, but this morning suddenly got declined. can you please check the problem?",26,declined_cash_withdrawal,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""would you please check my card. as withdrawal was working fine so far, but this morning suddenly got declined. can you please check the problem?\""""}, {""role"": ""assistant"", ""content"": ""declined_cash_withdrawal""}]"
"i need help, i lost my card",41,lost_or_stolen_card,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i need help, i lost my card\""""}, {""role"": ""assistant"", ""content"": ""lost_or_stolen_card""}]"
i tried to do a transfer and it's saying it declined.,27,declined_transfer,"[{""role"": ""system"", ""content"": ""You are a banking customer service intent classifier. Given a customer message, classify it into exactly one of the 77 banking intent categories. Respond with ONLY the intent label name, nothing else.""}, {""role"": ""user"", ""content"": ""Classify the intent of this banking message:\n\n\""i tried to do a transfer and it's saying it declined.\""""}, {""role"": ""assistant"", ""content"": ""declined_transfer""}]"
